Account,GameNumber,Date,StartTime,DayOfWeek,HourOfDay,GameOfDay,GameOfWeek,TimeControl,MyElo,OppElo,Color,ECO,Result,Termination,ICastledFirst,ICastledShort,ICastledLong,OppCastledShort,OppCastledLong,LastResult,2ndLastResult,MyNumMoves,OppNumMoves,MyTotalTime,OppTotalTime,MyAvgTPM,OppAvgTPM,MyCastlingMove,OppCastlingMove,TimeSinceLast
Cosmos_IV,1184,2024-09-02,23:54:48,2,24,5,33,600,1711,1706,black,B12,lost,timeout,No,No,No,No,No,won,won,67,68,599.9,595.7,8.95,8.76,N/A,N/A,516.00
Cosmos_IV,1185,2024-09-03,00:15:15,3,1,6,34,600,1719,1699,white,D00,won,resignation,No,Yes,No,Yes,No,lost,won,33,32,373,445.7,11.3,13.93,17,9,627.10
Cosmos_IV,1186,2024-09-03,00:29:44,3,1,7,35,600,1728,1737,white,D00,won,checkmate,Yes,Yes,No,Yes,No,won,lost,31,30,405.5,159.6,13.08,5.32,12,14,496.00
Cosmos_IV,1187,2024-09-03,00:39:25,3,1,8,36,600,1720,1715,black,B13,lost,resignation,No,Yes,No,Yes,No,won,won,15,16,102.3,51.6,6.82,3.23,10,7,175.50
Cosmos_IV,1188,2024-09-03,00:42:19,3,1,9,37,600,1731,1829,white,A40,won,resignation,No,Yes,No,Yes,No,lost,won,33,33,518.1,349.2,15.7,10.58,11,8,71.70
Cosmos_IV,1189,2024-09-03,01:06:28,3,2,10,38,600,1740,1748,black,B13,won,checkmate,Yes,Yes,No,No,No,won,lost,22,22,315.7,178.9,14.35,8.13,16,N/A,930.90
Cosmos_IV,1190,2024-09-03,01:24:39,3,2,11,39,600,1731,1724,black,B12,lost,resignation,No,No,No,No,No,won,won,29,30,440.9,292.6,15.2,9.75,N/A,N/A,775.30
Cosmos_IV,1191,2024-09-03,01:37:10,3,2,12,40,600,1724,1769,white,D00,lost,resignation,Yes,Yes,No,No,No,lost,won,28,28,423.4,242.1,15.12,8.65,13,N/A,310.10
Cosmos_IV,1192,2024-09-03,01:49:06,3,2,13,41,600,1733,1761,white,A40,won,checkmate,No,No,No,Yes,No,lost,lost,31,30,361.6,130,11.66,4.33,N/A,10,292.60
Cosmos_IV,1193,2024-09-03,02:35:20,3,3,14,42,600,1740,1671,black,D13,won,checkmate,No,Yes,No,Yes,No,won,lost,103,103,583.1,549.7,5.66,5.34,9,9,2412.40
Cosmos_IV,1194,2024-09-03,02:55:30,3,3,15,43,600,1747,1702,white,D00,won,resignation,No,No,No,No,No,won,won,19,18,138.1,113.7,7.27,6.32,N/A,N/A,626.90
Cosmos_IV,1195,2024-09-03,03:04:01,3,4,16,44,600,1754,1699,black,B10,won,timeout,No,Yes,No,Yes,No,won,won,45,45,523.4,596.9,11.63,13.26,16,16,372.90
Cosmos_IV,1196,2024-09-03,12:50:30,3,13,17,29,600,1746,1757,black,B13,lost,resignation,No,No,No,Yes,No,won,won,30,31,383.8,128.7,12.79,4.15,N/A,8,34665.60
Cosmos_IV,1197,2024-09-03,12:59:23,3,13,18,30,600,1737,1723,white,A80,lost,resignation,No,Yes,No,Yes,No,lost,won,62,62,594,532.4,9.58,8.59,11,5,149.20
Cosmos_IV,1198,2024-09-03,13:18:56,3,14,19,31,600,1729,1766,white,D00,lost,resignation,No,Yes,No,Yes,No,lost,lost,56,56,388.4,235,6.94,4.2,18,13,579.00
Cosmos_IV,1199,2024-09-03,13:29:37,3,14,20,32,600,1721,1730,black,B13,lost,resignation,No,Yes,No,Yes,No,lost,lost,45,45,454.7,339.4,10.1,7.54,17,9,252.60
Cosmos_IV,1200,2024-09-03,13:43:12,3,14,21,33,600,1714,1778,black,D02,lost,resignation,No,Yes,No,Yes,No,lost,lost,21,22,161.4,75.1,7.69,3.41,12,12,360.30
Cosmos_IV,1201,2024-09-03,13:47:57,3,14,22,34,600,1707,1764,white,D00,lost,resignation,Yes,Yes,No,No,No,lost,lost,23,23,435.5,112.3,18.93,4.88,21,N/A,123.60
Cosmos_IV,1202,2024-09-03,17:59:26,3,18,23,32,600,1700,1741,white,D00,lost,resignation,No,Yes,No,Yes,No,lost,lost,26,26,294.8,116.2,11.34,4.47,21,20,14653.50
Cosmos_IV,1203,2024-09-04,12:04:30,4,13,8,33,600,1709,1724,black,B10,won,resignation,No,Yes,No,Yes,No,lost,lost,27,27,457.6,290,16.95,10.74,14,7,64809.20
Cosmos_IV,1204,2024-09-04,20:57:58,4,21,2,34,600,1717,1719,black,A00,won,abandoned,No,Yes,No,No,Yes,won,lost,22,22,376.4,267.7,17.11,12.17,16,9,31550.40
Cosmos_IV,1205,2024-09-04,21:09:36,4,22,3,35,600,1724,1674,white,D00,won,resignation,No,No,No,No,No,won,won,13,12,153.6,91.7,11.82,7.64,N/A,N/A,321.60
Cosmos_IV,1206,2024-09-04,21:16:16,4,22,4,36,600,1717,1787,white,D00,lost,resignation,No,Yes,No,Yes,No,won,won,56,56,593.8,500.4,10.6,8.94,14,10,246.40
Cosmos_IV,1207,2024-09-04,21:35:06,4,22,5,37,600,1709,1715,black,B12,lost,resignation,No,No,No,No,No,lost,won,32,33,405.2,264.7,12.66,8.02,N/A,N/A,536.20
Cosmos_IV,1208,2024-09-04,21:46:36,4,22,6,38,600,1699,1638,black,B12,lost,resignation,No,No,No,Yes,No,lost,lost,62,63,434.5,450.1,7.01,7.14,N/A,11,284.80
Cosmos_IV,1209,2024-09-05,18:09:07,5,19,6,39,600,1690,1683,white,A45,lost,resignation,No,No,No,Yes,No,lost,lost,39,38,486.3,500.6,12.47,13.17,N/A,6,72916.50
Cosmos_IV,1210,2024-09-05,18:25:54,5,19,7,40,600,1682,1682,white,D02,lost,resignation,No,No,No,Yes,No,lost,lost,44,44,552.7,441.8,12.56,10.04,N/A,29,520.70
Cosmos_IV,1211,2024-09-05,18:42:52,5,19,8,41,600,1691,1697,white,D00,won,resignation,No,No,No,Yes,No,lost,lost,12,11,84.3,175.8,7.02,15.98,N/A,9,465.30
Cosmos_IV,1212,2024-09-05,18:47:28,5,19,9,42,600,1690,1660,black,D10,draw,repetition,Yes,Yes,No,No,Yes,won,lost,43,43,559.5,528.9,13.01,12.3,10,12,191.70
Cosmos_IV,1213,2024-09-05,19:05:52,5,20,10,43,600,1680,1627,black,B12,lost,checkmate,No,Yes,No,Yes,No,draw,won,51,52,562.5,593.3,11.03,11.41,16,9,544.50
Cosmos_IV,1214,2024-09-06,23:30:36,6,24,1,44,600,1681,1737,black,D13,draw,insufficient material,No,Yes,No,Yes,No,lost,draw,89,90,595.8,582.5,6.69,6.47,14,13,101721.50
Cosmos_IV,1215,2024-09-06,23:51:20,6,24,2,45,600,1682,1721,white,A40,draw,agreement,No,No,No,No,No,draw,lost,1,0,0,600,0.0,0,N/A,N/A,648.20
Cosmos_IV,1216,2024-09-06,23:51:31,6,24,3,46,600,1691,1717,black,B13,won,resignation,No,Yes,No,Yes,No,draw,draw,39,39,497.7,245.4,12.76,6.29,18,9,11.00
Cosmos_IV,1217,2024-09-07,00:04:28,7,1,4,47,600,1698,1642,white,D00,won,resignation,No,No,No,No,No,won,draw,45,44,367.9,189.5,8.18,4.31,N/A,N/A,279.30
Cosmos_IV,1218,2024-09-07,00:14:23,7,1,5,48,600,1689,1663,white,D00,lost,resignation,No,Yes,No,No,Yes,won,won,45,44,584.6,393.1,12.99,8.93,9,8,227.10
Cosmos_IV,1219,2024-09-07,00:31:06,7,1,6,49,600,1681,1681,black,B12,lost,resignation,No,Yes,No,Yes,No,lost,won,32,33,559.9,538.2,17.5,16.31,18,16,418.40
Cosmos_IV,1220,2024-09-08,16:13:58,1,17,1,46,600,1680,1638,white,D00,won,resignation,No,Yes,No,Yes,No,lost,lost,41,40,534.5,439.3,13.04,10.98,12,7,142412.10
Cosmos_IV,1221,2024-09-11,12:15:46,4,13,1,18,600,1687,1642,white,D82,won,resignation,No,Yes,No,Yes,No,won,lost,42,41,513.6,500.7,12.23,12.21,16,6,244373.50
Cosmos_IV,1222,2024-09-11,12:33:10,4,13,2,19,600,1678,1661,white,A40,lost,timeout,Yes,Yes,No,Yes,No,won,won,66,66,599.9,419.5,9.09,6.36,15,15,530.40
Cosmos_IV,1223,2024-09-11,12:50:29,4,13,3,20,600,1669,1658,black,B13,lost,resignation,No,Yes,No,Yes,No,lost,won,35,36,554.5,262.8,15.84,7.3,13,13,439.10
Cosmos_IV,1224,2024-09-11,13:46:03,4,14,4,21,600,1661,1656,black,B13,lost,resignation,No,No,No,No,No,lost,lost,22,23,306.4,88.1,13.93,3.83,N/A,N/A,2779.50
Cosmos_IV,1225,2024-09-11,13:53:25,4,14,5,22,600,1653,1670,white,D00,lost,resignation,No,Yes,No,Yes,No,lost,lost,29,29,481.4,294.2,16.6,10.14,15,7,135.60
Cosmos_IV,1226,2024-09-11,22:28:19,4,23,6,18,600,1646,1689,white,D00,lost,resignation,No,Yes,No,Yes,No,lost,lost,26,26,537,163.9,20.65,6.3,16,8,30412.60
Cosmos_IV,1227,2024-09-11,22:40:38,4,23,7,19,600,1654,1634,black,B12,won,resignation,No,Yes,No,Yes,No,lost,lost,35,35,526.4,338.5,15.04,9.67,17,15,202.00
Cosmos_IV,1228,2024-09-12,10:52:09,5,11,8,20,600,1662,1645,white,D00,won,resignation,No,No,No,No,No,won,lost,34,33,469.7,303.1,13.81,9.18,N/A,N/A,43364.60
Cosmos_IV,1229,2024-09-12,15:26:28,5,16,4,21,600,1671,1703,black,D00,won,resignation,No,No,Yes,Yes,No,won,won,25,25,252.9,162.5,10.12,6.5,14,9,15989.30
Cosmos_IV,1230,2024-09-12,15:33:58,5,16,5,22,600,1662,1650,white,D83,lost,resignation,No,Yes,No,Yes,No,won,won,38,38,573.1,331.6,15.08,8.73,22,5,197.10
Cosmos_IV,1231,2024-09-12,18:34:26,5,19,6,21,600,1671,1696,black,A00,won,checkmate,Yes,Yes,No,Yes,No,lost,won,80,81,596.9,263.3,7.46,3.25,7,12,10254.90
Cosmos_IV,1232,2024-09-12,21:20:06,5,22,7,19,600,1679,1648,black,B13,won,resignation,No,Yes,No,Yes,No,won,lost,33,33,480,336.2,14.55,10.19,17,13,9343.10
Cosmos_IV,1233,2024-09-12,21:36:02,5,22,8,20,600,1685,1597,white,A40,won,resignation,No,No,No,Yes,No,won,won,14,13,102.7,19.7,7.34,1.52,N/A,6,476.00
Cosmos_IV,1234,2024-09-12,21:40:11,5,22,9,21,600,1693,1686,white,A41,won,resignation,Yes,Yes,No,Yes,No,won,won,20,19,320.7,177.8,16.04,9.36,9,12,146.30
Cosmos_IV,1235,2024-09-12,21:48:50,5,22,10,22,600,1686,1729,black,B12,lost,resignation,No,No,No,Yes,No,won,won,29,30,472,228.2,16.28,7.61,N/A,9,198.30
Cosmos_IV,1236,2024-09-12,22:01:55,5,23,11,23,600,1695,1715,white,A40,won,abandoned,No,No,No,Yes,No,lost,won,14,13,141.2,156.5,10.09,12.04,N/A,6,313.00
Cosmos_IV,1237,2024-09-12,22:09:40,5,23,12,24,600,1696,1720,black,B10,draw,repetition,No,Yes,No,Yes,No,won,lost,63,64,549.7,568.2,8.73,8.88,11,8,323.80
Cosmos_IV,1238,2024-09-12,22:29:08,5,23,12,25,600,1703,1642,black,B13,won,resignation,No,No,No,No,No,draw,won,21,21,210.2,118.3,10.01,5.63,N/A,N/A,618.30
Cosmos_IV,1239,2024-09-12,22:34:51,5,23,13,26,600,1695,1705,white,A45,lost,checkmate,No,Yes,No,Yes,No,won,draw,62,62,571.8,381,9.22,6.15,20,7,132.80
Cosmos_IV,1240,2024-09-12,23:47:01,5,24,13,27,600,1702,1661,black,D00,won,checkmate,No,No,No,No,Yes,lost,won,30,30,474.3,189.9,15.81,6.33,N/A,12,3758.20
Cosmos_IV,1241,2024-09-12,23:59:11,5,24,14,28,600,1710,1705,white,A45,won,checkmate,No,Yes,No,Yes,No,won,lost,73,73,572.3,578.4,7.84,7.92,18,17,255.70
Cosmos_IV,1242,2024-09-13,12:06:39,6,13,14,29,600,1718,1703,black,B18,won,abandoned,No,No,No,No,No,won,won,10,10,110.8,76,11.08,7.6,N/A,N/A,43075.70
Cosmos_IV,1243,2024-09-13,12:15:19,6,13,15,30,600,1711,1772,white,D00,lost,resignation,No,No,No,Yes,No,won,won,23,23,314.9,143.2,13.69,6.23,N/A,15,409.20
Cosmos_IV,1244,2024-09-13,12:23:07,6,13,16,31,600,1703,1740,white,D00,lost,resignation,Yes,No,Yes,No,No,lost,won,37,37,380.8,233.7,10.29,6.32,17,N/A,153.10
Cosmos_IV,1245,2024-09-13,12:33:42,6,13,17,32,600,1695,1697,black,B10,lost,checkmate,No,Yes,No,Yes,No,lost,lost,22,23,195.5,412.9,8.89,17.95,12,9,254.20
Cosmos_IV,1246,2024-09-13,12:44:14,6,13,18,33,600,1703,1703,black,B10,won,resignation,Yes,Yes,No,No,No,lost,lost,20,20,264.2,89.8,13.21,4.49,17,N/A,436.50
Cosmos_IV,1247,2024-09-13,12:50:30,6,13,19,34,600,1711,1689,white,A45,won,resignation,No,Yes,No,Yes,No,won,lost,35,35,401.9,306.4,11.48,8.75,15,12,111.80
Cosmos_IV,1248,2024-09-13,14:35:41,6,15,20,35,600,1702,1692,black,B13,lost,resignation,No,Yes,No,Yes,No,won,won,35,36,491.6,314.1,14.05,8.73,14,13,5909.10
Cosmos_IV,1249,2024-09-13,14:49:42,6,15,21,36,600,1695,1736,black,B13,lost,resignation,No,No,No,Yes,No,lost,won,19,20,174.5,94.9,9.18,4.74,N/A,20,349.40
Cosmos_IV,1250,2024-09-13,14:54:27,6,15,22,37,600,1703,1682,white,D00,won,checkmate,No,No,No,No,No,lost,lost,33,32,509.1,261.8,15.43,8.18,N/A,N/A,110.50
Cosmos_IV,1251,2024-09-13,15:11:29,6,16,23,38,600,1694,1677,black,B18,lost,resignation,No,Yes,No,Yes,No,won,lost,30,31,327.2,354.8,10.91,11.45,14,9,512.90
Cosmos_IV,1252,2024-09-13,15:23:23,6,16,24,39,600,1702,1673,white,A45,won,resignation,No,No,No,Yes,No,lost,won,27,26,406.4,357.6,15.05,13.75,N/A,6,386.80
Cosmos_IV,1253,2024-09-13,16:09:56,6,17,23,40,600,1694,1718,white,E61,lost,resignation,No,Yes,No,Yes,No,won,lost,49,48,497.9,343.5,10.16,7.16,13,4,2386.60
Cosmos_IV,1254,2024-09-13,16:24:34,6,17,24,41,600,1686,1686,black,A03,lost,resignation,Yes,Yes,No,No,No,lost,won,32,33,243.3,159.2,7.6,4.82,16,N/A,380.10
Cosmos_IV,1255,2024-09-14,08:16:58,7,9,14,36,300,1112,1123,white,D00,won,checkmate,No,No,No,No,Yes,lost,lost,19,18,71.6,70.6,3.77,3.92,N/A,16,56900.70
Cosmos_IV,1256,2024-09-14,08:19:40,7,9,15,37,300,1121,1144,white,D00,won,timeout,No,Yes,No,Yes,No,won,lost,64,63,297.2,299.5,4.64,4.75,12,8,90.40
Cosmos_IV,1257,2024-09-14,08:53:07,7,9,16,38,300,1129,1095,black,B13,won,resignation,No,No,No,Yes,No,won,won,20,20,89.8,103.1,4.49,5.15,N/A,7,1709.80
Cosmos_IV,1258,2024-09-14,08:57:09,7,9,17,39,300,1122,1190,white,D00,lost,resignation,No,Yes,No,Yes,No,won,won,23,22,212.7,97.5,9.25,4.43,19,9,152.20
Cosmos_IV,1259,2024-09-14,09:02:53,7,10,18,40,300,1115,1170,black,B18,lost,timeout,Yes,No,Yes,No,No,lost,won,65,65,299.7,298.4,4.61,4.59,18,N/A,131.30
Cosmos_IV,1260,2024-09-16,23:06:55,2,24,1,40,600,1694,1681,white,E61,won,resignation,No,Yes,No,Yes,No,lost,lost,64,63,572.6,542,8.95,8.6,9,4,223142.30
Cosmos_IV,1261,2024-09-17,00:27:12,3,1,2,41,600,1686,1704,white,A40,lost,resignation,No,No,No,Yes,No,won,lost,17,16,187.9,107.7,11.05,6.73,N/A,5,4244.40
Cosmos_IV,1262,2024-09-17,00:32:25,3,1,3,42,600,1693,1639,black,B13,won,checkmate,No,Yes,No,Yes,No,lost,won,31,31,427.2,230.7,13.78,7.44,14,7,125.10
Cosmos_IV,1263,2024-09-17,00:43:43,3,1,4,43,600,1685,1680,black,B13,lost,resignation,No,No,No,Yes,No,won,lost,24,25,461.2,170.5,19.22,6.82,N/A,7,250.80
Cosmos_IV,1264,2024-09-17,00:56:51,3,1,5,44,600,1692,1632,white,A45,won,checkmate,No,Yes,No,Yes,No,lost,won,57,57,546.1,522.3,9.58,9.16,17,9,326.80
Cosmos_IV,1265,2024-09-17,16:01:01,3,17,6,45,600,1684,1713,black,B12,lost,resignation,No,No,No,No,No,won,lost,10,11,108.9,62.7,10.89,5.7,N/A,N/A,53703.90
Cosmos_IV,1266,2024-09-17,16:11:55,3,17,7,46,600,1692,1670,black,B12,won,resignation,Yes,Yes,No,No,No,lost,won,25,25,266.8,126,10.67,5.04,23,N/A,545.10
Cosmos_IV,1267,2024-09-17,16:19:13,3,17,8,47,600,1700,1679,white,A45,won,timeout,No,No,No,Yes,No,won,lost,41,40,256.7,596.1,6.26,14.9,N/A,5,171.20
Cosmos_IV,1268,2024-09-17,16:34:51,3,17,9,48,600,1692,1724,black,B10,lost,resignation,No,Yes,No,Yes,No,won,won,25,26,298.9,119.6,11.96,4.6,13,12,681.30
Cosmos_IV,1269,2024-09-17,16:42:39,3,17,10,49,600,1700,1697,white,A40,won,abandoned,No,Yes,No,Yes,No,lost,won,56,56,572.5,309.9,10.22,5.53,12,6,169.10
Cosmos_IV,1270,2024-09-17,16:58:50,3,17,11,50,600,1692,1725,white,D00,lost,checkmate,Yes,Yes,No,No,No,won,lost,20,20,203.5,258.6,10.18,12.93,16,N/A,398.50
Cosmos_IV,1271,2024-09-17,17:06:50,3,18,12,51,600,1699,1655,black,B10,won,resignation,No,Yes,No,Yes,No,lost,won,29,29,350.2,253,12.08,8.72,12,6,276.50
Cosmos_IV,1272,2024-09-18,14:52:27,4,15,8,47,600,1691,1692,white,D00,lost,resignation,No,No,No,Yes,No,won,lost,25,25,319.6,133.7,12.78,5.35,N/A,12,77986.80
Cosmos_IV,1273,2024-09-18,15:00:20,4,16,9,48,600,1698,1654,black,B13,won,resignation,No,Yes,No,Yes,No,lost,won,42,42,559.8,300.6,13.33,7.16,8,8,153.40
Cosmos_IV,1274,2024-09-20,09:26:22,6,10,1,33,600,1690,1687,black,D12,lost,resignation,Yes,Yes,No,Yes,No,won,lost,28,29,550.8,299.1,19.67,10.31,13,14,152202.20
Cosmos_IV,1275,2024-09-20,09:40:51,6,10,2,34,600,1698,1678,white,D82,won,checkmate,No,Yes,No,Yes,No,lost,won,28,27,414.6,252.1,14.81,9.34,17,6,318.20
Cosmos_IV,1276,2024-09-20,23:58:21,6,24,3,22,600,1698,1680,black,B12,draw,stalemate,No,No,No,No,No,won,lost,43,43,553.5,345.1,12.87,8.03,N/A,N/A,51035.40
Cosmos_IV,1277,2024-09-21,00:13:45,7,1,4,23,600,1691,1741,white,A45,lost,checkmate,Yes,Yes,No,No,No,draw,won,72,72,573.3,595.2,7.96,8.27,21,N/A,370.50
Cosmos_IV,1278,2024-09-21,00:33:48,7,1,5,24,600,1682,1660,black,B13,lost,resignation,No,No,No,Yes,No,lost,draw,26,27,406.9,294.5,15.65,10.91,N/A,8,629.70
Cosmos_IV,1279,2024-09-21,00:45:47,7,1,6,25,600,1690,1693,white,D00,won,resignation,Yes,Yes,No,Yes,No,lost,lost,73,73,529.4,394.5,7.25,5.4,18,18,312.10
Cosmos_IV,1280,2024-09-23,01:17:07,2,2,1,21,600,1699,1746,black,B10,won,checkmate,No,Yes,No,Yes,No,won,lost,26,26,454.8,201.6,17.49,7.75,21,9,174150.60
Cosmos_IV,1281,2024-09-23,01:28:25,2,2,2,22,600,1707,1699,white,A40,won,abandoned,No,No,No,No,No,won,won,10,9,149.7,60.5,14.97,6.72,N/A,N/A,223.20
Cosmos_IV,1282,2024-09-23,01:38:50,2,2,3,23,600,1698,1688,white,D00,lost,resignation,No,No,No,Yes,No,won,won,11,10,154.8,59.5,14.07,5.95,N/A,6,475.30
Cosmos_IV,1283,2024-09-23,01:42:34,2,2,4,24,600,1706,1704,white,D00,won,checkmate,No,No,No,No,No,lost,won,10,9,53.1,65.5,5.31,7.28,N/A,N/A,69.20
Cosmos_IV,1284,2024-09-23,01:44:44,2,2,5,25,600,1713,1671,black,D00,won,resignation,Yes,No,Yes,No,No,won,lost,35,35,513.6,250.1,14.67,7.15,25,N/A,76.90
Cosmos_IV,1285,2024-09-23,10:17:03,2,11,6,26,300,1124,1147,black,B12,won,checkmate,No,Yes,No,Yes,No,won,won,33,33,229,244.8,6.94,7.42,16,11,30225.40
Cosmos_IV,1286,2024-09-23,14:12:03,2,15,7,27,600,1713,1714,black,D02,draw,insufficient material,Yes,Yes,No,Yes,No,won,won,67,67,598.8,545.4,8.94,8.14,13,15,13871.00
Cosmos_IV,1287,2024-09-23,14:31:43,2,15,8,28,600,1713,1697,black,B12,draw,repetition,Yes,Yes,No,No,No,draw,won,50,51,457.3,302.8,9.15,5.94,19,N/A,581.20
Cosmos_IV,1288,2024-09-23,16:26:16,2,17,9,29,600,1705,1712,black,B13,lost,resignation,No,No,No,No,Yes,draw,draw,16,17,247.4,36.1,15.46,2.12,N/A,8,6415.70
Cosmos_IV,1289,2024-09-23,16:31:23,2,17,10,30,600,1696,1671,white,D00,lost,resignation,No,No,No,Yes,No,lost,draw,53,53,557.4,373.5,10.52,7.05,N/A,16,59.60
Cosmos_IV,1290,2024-09-23,20:56:14,2,21,11,31,300,1116,1132,white,A80,draw,repetition,No,Yes,No,Yes,No,lost,lost,88,87,297.4,228.8,3.38,2.63,8,5,15333.60
Cosmos_IV,1291,2024-09-24,01:42:41,3,2,8,27,600,1688,1712,white,D00,lost,resignation,No,No,Yes,Yes,No,draw,lost,19,19,309.3,101.5,16.28,5.34,15,8,16889.60
Cosmos_IV,1292,2024-09-24,01:50:16,3,2,8,28,600,1678,1625,black,A11,lost,resignation,No,Yes,No,Yes,No,lost,draw,32,32,485.3,333.5,15.17,10.42,8,8,145.70
Cosmos_IV,1293,2024-09-24,02:04:20,3,3,9,29,600,1670,1704,black,B10,lost,resignation,No,Yes,No,Yes,No,lost,lost,26,27,303.2,413,11.66,15.3,17,13,358.70
Cosmos_IV,1294,2024-09-24,02:16:35,3,3,10,30,600,1677,1640,white,A45,won,resignation,No,Yes,No,Yes,No,lost,lost,18,17,330.9,117.9,18.38,6.94,17,10,431.80
Cosmos_IV,1295,2024-09-24,11:32:46,3,12,10,31,600,1670,1706,white,D00,lost,resignation,No,Yes,No,Yes,No,won,lost,40,40,580.7,483.3,14.52,12.08,18,8,33040.10
Cosmos_IV,1296,2024-09-24,11:50:50,3,12,11,32,600,1661,1638,black,D10,lost,resignation,No,No,No,No,No,lost,won,10,11,80,31.5,8.0,2.86,N/A,N/A,503.30
Cosmos_IV,1297,2024-09-24,11:57:03,3,12,12,33,600,1668,1607,black,B10,won,resignation,No,Yes,No,Yes,No,lost,lost,40,40,535.6,444.8,13.39,11.12,12,12,293.00
Cosmos_IV,1298,2024-09-24,16:39:49,3,17,9,30,600,1661,1703,black,B10,lost,resignation,No,Yes,No,Yes,No,won,lost,34,35,272,328.9,8.0,9.4,11,8,16430.40
Cosmos_IV,1299,2024-09-24,16:51:13,3,17,10,30,600,1662,1695,white,D00,draw,timeout vs insufficient material,No,No,Yes,No,Yes,lost,won,46,46,541.5,595,11.77,12.93,18,15,412.00
Cosmos_IV,1300,2024-09-24,17:10:36,3,18,11,29,600,1654,1662,white,D00,lost,resignation,No,No,No,No,No,draw,lost,9,9,46.4,64.6,5.16,7.18,N/A,N/A,621.50
Cosmos_IV,1301,2024-09-24,17:13:33,3,18,12,30,600,1661,1594,white,A40,won,timeout,No,No,Yes,Yes,No,lost,draw,40,40,522,551.4,13.05,13.79,25,6,130.60
Cosmos_IV,1302,2024-09-24,22:57:35,3,23,12,31,600,1667,1578,black,A03,won,checkmate,Yes,Yes,No,No,Yes,won,lost,42,42,488.6,313.3,11.63,7.46,12,19,20120.00
Cosmos_IV,1303,2024-09-24,23:29:42,3,24,13,32,600,1675,1661,black,B13,won,resignation,Yes,Yes,No,No,No,won,won,45,45,359.9,255.1,8.0,5.67,23,N/A,1438.40
Cosmos_IV,1304,2024-09-24,23:43:35,3,24,14,33,600,1666,1648,white,A45,lost,resignation,No,No,No,Yes,No,won,won,37,36,472.3,271.5,12.76,7.54,N/A,14,473.10
Cosmos_IV,1305,2024-09-24,23:59:48,3,24,15,34,600,1658,1694,white,D00,lost,checkmate,Yes,Yes,No,No,No,lost,won,40,40,503.6,214.5,12.59,5.36,18,N/A,500.70
Cosmos_IV,1306,2024-09-25,00:12:00,4,1,16,35,600,1650,1650,white,D00,lost,checkmate,No,Yes,No,Yes,No,lost,lost,19,19,106.1,84.6,5.58,4.45,14,6,228.40
Cosmos_IV,1307,2024-09-25,11:42:27,4,12,12,36,600,1641,1635,black,A20,lost,resignation,Yes,Yes,No,No,No,lost,lost,17,18,166.3,36.9,9.78,2.05,10,N/A,41320.90
Cosmos_IV,1308,2024-09-25,11:46:06,4,12,13,37,600,1648,1584,white,D00,won,resignation,No,No,No,Yes,No,lost,lost,26,25,208.6,194.9,8.02,7.8,N/A,7,52.70
Cosmos_IV,1309,2024-09-25,11:53:19,4,12,13,38,600,1640,1638,black,B12,lost,resignation,No,No,No,Yes,No,won,lost,47,48,526,289.3,11.19,6.03,N/A,11,224.40
Cosmos_IV,1310,2024-09-25,12:07:26,4,13,13,39,600,1631,1620,white,A45,lost,resignation,No,No,No,No,No,lost,won,11,11,95,20.8,8.64,1.89,N/A,N/A,321.00
Cosmos_IV,1311,2024-09-25,12:11:53,4,13,14,40,600,1623,1657,black,B13,lost,checkmate,No,Yes,No,Yes,No,lost,lost,37,38,546.7,598.1,14.78,15.74,15,8,172.00
Cosmos_IV,1312,2024-09-25,15:37:23,4,16,15,39,600,1615,1651,black,B12,lost,resignation,No,No,No,Yes,No,lost,lost,34,34,510,438.6,15.0,12.9,N/A,15,11783.30
Cosmos_IV,1313,2024-10-01,10:52:58,3,11,1,19,600,1622,1584,white,D31,won,resignation,Yes,Yes,No,No,No,lost,lost,22,21,264.7,149.1,12.03,7.1,19,N/A,500825.00
Cosmos_IV,1314,2024-10-01,11:00:35,3,12,2,20,600,1629,1587,black,B10,won,abandoned,No,No,No,No,No,won,lost,2,2,2.5,14.4,1.25,7.2,N/A,N/A,192.30
Cosmos_IV,1315,2024-10-01,11:02:05,3,12,3,21,600,1637,1619,white,E61,won,resignation,No,Yes,No,Yes,No,won,won,19,19,276.9,213.3,14.57,11.23,13,4,87.50
Cosmos_IV,1316,2024-10-01,11:10:41,3,12,4,22,600,1645,1620,black,D00,won,resignation,No,Yes,No,Yes,No,won,won,39,39,440.3,230.3,11.29,5.91,8,6,239.10
Cosmos_IV,1317,2024-10-01,11:24:11,3,12,5,23,600,1644,1608,white,E61,draw,timeout vs insufficient material,No,Yes,No,Yes,No,won,won,81,80,599.3,562.6,7.4,7.03,12,6,369.70
Cosmos_IV,1318,2024-10-01,13:02:50,3,14,6,21,600,1636,1636,black,B10,lost,resignation,No,Yes,No,Yes,No,draw,won,29,30,455.1,343.7,15.69,11.46,15,10,5319.70
Cosmos_IV,1319,2024-10-01,13:17:45,3,14,7,22,600,1644,1614,black,B13,won,resignation,No,Yes,No,Yes,No,lost,draw,21,21,194.1,205.9,9.24,9.8,10,8,439.90
Cosmos_IV,1320,2024-10-01,13:25:13,3,14,8,23,600,1635,1623,white,D00,lost,checkmate,No,No,Yes,Yes,No,won,lost,61,61,554.4,439.7,9.09,7.21,12,9,253.90
